"timestamp_utc","group","topic","partition","current_offset","log_end_offset","lag"
"2026-09-06T19:28:11.0279600Z","cloud-workers","edge-aggregates","5","5890","5902","12"
"2026-09-06T19:28:11.0279600Z","global-aggregator","cloud-edge-aggregates","0","21507","21535","28"
"2026-09-06T19:28:18.6323710Z","cloud-workers","edge-aggregates","0","12825","13316","491"
"2026-09-06T19:28:18.6323710Z","cloud-workers","edge-aggregates","1","12823","19970","7147"
"2026-09-06T19:28:18.6323710Z","cloud-workers","edge-aggregates","2","12824","19974","7150"
"2026-09-06T19:28:18.6323710Z","cloud-workers","edge-aggregates","3","12822","13315","493"
"2026-09-06T19:28:18.6323710Z","cloud-workers","edge-aggregates","4","12812","13316","504"
"2026-09-06T19:28:18.6323710Z","cloud-workers","edge-aggregates","5","6643","6657","14"
"2026-09-06T19:28:18.6323710Z","global-aggregator","cloud-edge-aggregates","0","24606","24618","12"
"2026-09-06T19:28:25.9821411Z","cloud-workers","edge-aggregates","0","14546","14546","0"
"2026-09-06T19:28:25.9821411Z","cloud-workers","edge-aggregates","1","14746","21815","7069"
"2026-09-06T19:28:25.9821411Z","cloud-workers","edge-aggregates","2","14747","21819","7072"
"2026-09-06T19:28:25.9821411Z","cloud-workers","edge-aggregates","3","14546","14546","0"
"2026-09-06T19:28:25.9821411Z","cloud-workers","edge-aggregates","4","14546","14546","0"
"2026-09-06T19:28:25.9821411Z","cloud-workers","edge-aggregates","5","7273","7273","0"
"2026-09-06T19:28:25.9821411Z","global-aggregator","cloud-edge-aggregates","0","27928","27933","5"
"2026-09-06T19:28:33.0313468Z","cloud-workers","edge-aggregates","0","15733","15867","134"
"2026-09-06T19:28:33.0313468Z","cloud-workers","edge-aggregates","1","17381","23795","6414"
"2026-09-06T19:28:33.0313468Z","cloud-workers","edge-aggregates","2","17383","23800","6417"
"2026-09-06T19:28:33.0313468Z","cloud-workers","edge-aggregates","3","15728","15866","138"
"2026-09-06T19:28:33.0313468Z","cloud-workers","edge-aggregates","4","15732","15866","134"
"2026-09-06T19:28:33.0313468Z","cloud-workers","edge-aggregates","5","7905","7934","29"
"2026-09-06T19:28:33.0313468Z","global-aggregator","cloud-edge-aggregates","0","30905","30923","18"
"2026-09-06T19:28:40.9177210Z","cloud-workers","edge-aggregates","0","16250","16250","0"
"2026-09-06T19:28:40.9177210Z","cloud-workers","edge-aggregates","1","24371","24371","0"
"2026-09-06T19:28:40.9177210Z","cloud-workers","edge-aggregates","2","24375","24375","0"
"2026-09-06T19:28:40.9177210Z","cloud-workers","edge-aggregates","3","16250","16250","0"
"2026-09-06T19:28:40.9177210Z","cloud-workers","edge-aggregates","4","16250","16250","0"
"2026-09-06T19:28:40.9177210Z","cloud-workers","edge-aggregates","5","8125","8125","0"
"2026-09-06T19:28:40.9177210Z","global-aggregator","cloud-edge-aggregates","0","35243","35243","0"
